##
## Created by M. Vincenzi on Dec 2021
## PDF for SALT2x1, EBV and RV as a function of Mass
## EBV and RV are from BS20 paper
##
VARNAMES: EBV LOGMASS PROB  
PDF: 1.6 7.2 0.575 
PDF: 1.8 7.2 0.6956 
PDF: 2.0 7.2 0.8092 
PDF: 2.2 7.2 0.903 
PDF: 2.4 7.2 0.968 
PDF: 2.6 7.2 1.0 
PDF: 2.8 7.2 0.9867 
PDF: 3.0 7.2 0.9405 
PDF: 3.2 7.2 0.8559 
PDF: 3.4 7.2 0.754 
PDF: 3.6 7.2 0.6366 
PDF: 3.8 7.2 0.5159 
PDF: 4.0 7.2 0.404 
PDF: 4.2 7.2 0.3031 
PDF: 4.4 7.2 0.2163 
PDF: 4.6 7.2 0.1492 
PDF: 4.8 7.2 0.0998 
PDF: 5.0 7.2 0.0632 
PDF: 5.2 7.2 0.039 
PDF: 5.4 7.2 0.0233 
PDF: 5.6 7.2 0.0131 
PDF: 5.8 7.2 0.0069 
PDF: 6.0 7.2 0.0037 
PDF: 6.2 7.2 0.0021 
PDF: 6.4 7.2 0.001 
PDF: 6.6 7.2 0.0004 
PDF: 6.8 7.2 0.0002 
PDF: 7.0 7.2 0.0001 
PDF: 7.2 7.2 0.0 
PDF: 7.4 7.2 0.0 
PDF: 7.6 7.2 0.0 
PDF: 7.8 7.2 0.0 
PDF: 8.0 7.2 0.0 
PDF: 8.2 7.2 0.0 
PDF: 8.4 7.2 0.0 
PDF: 0.4 7.3 0.0799 
PDF: 0.6 7.3 0.1241 
PDF: 0.8 7.3 0.1833 
PDF: 1.0 7.3 0.259 
PDF: 1.2 7.3 0.3493 
PDF: 1.4 7.3 0.4572 
PDF: 1.6 7.3 0.575 
PDF: 1.8 7.3 0.6956 
PDF: 2.0 7.3 0.8092 
PDF: 2.2 7.3 0.903 
PDF: 2.4 7.3 0.968 
PDF: 2.6 7.3 1.0 
PDF: 2.8 7.3 0.9867 
PDF: 3.0 7.3 0.9405 
PDF: 3.2 7.3 0.8559 
PDF: 3.4 7.3 0.754 
PDF: 3.6 7.3 0.6366 
PDF: 3.8 7.3 0.5159 
PDF: 4.0 7.3 0.404 
PDF: 4.2 7.3 0.3031 
PDF: 4.4 7.3 0.2163 
PDF: 4.6 7.3 0.1492 
PDF: 4.8 7.3 0.0998 
PDF: 5.0 7.3 0.0632 
PDF: 5.2 7.3 0.039 
PDF: 5.4 7.3 0.0233 
PDF: 5.6 7.3 0.0131 
PDF: 5.8 7.3 0.0069 
PDF: 6.0 7.3 0.0037 
PDF: 6.2 7.3 0.0021 
PDF: 6.4 7.3 0.001 
PDF: 6.6 7.3 0.0004 
PDF: 6.8 7.3 0.0002 
PDF: 7.0 7.3 0.0001 
PDF: 7.2 7.3 0.0 
PDF: 7.4 7.3 0.0 
PDF: 7.6 7.3 0.0 
PDF: 7.8 7.3 0.0 
PDF: 8.0 7.3 0.0 
PDF: 8.2 7.3 0.0 
PDF: 8.4 7.3 0.0 
PDF: 0.4 7.4 0.0799 
PDF: 0.6 7.4 0.1241 
PDF: 0.8 7.4 0.1833 
PDF: 1.0 7.4 0.259 
PDF: 1.2 7.4 0.3493 
PDF: 1.4 7.4 0.4572 
PDF: 1.6 7.4 0.575 
PDF: 1.8 7.4 0.6956 
PDF: 2.0 7.4 0.8092 
PDF: 2.2 7.4 0.903 
PDF: 2.4 7.4 0.968 
PDF: 2.6 7.4 1.0 
PDF: 2.8 7.4 0.9867 
PDF: 3.0 7.4 0.9405 
PDF: 3.2 7.4 0.8559 
PDF: 3.4 7.4 0.754 
PDF: 3.6 7.4 0.6366 
PDF: 3.8 7.4 0.5159 
PDF: 4.0 7.4 0.404 
PDF: 4.2 7.4 0.3031 
PDF: 4.4 7.4 0.2163 
PDF: 4.6 7.4 0.1492 
PDF: 4.8 7.4 0.0998 
PDF: 5.0 7.4 0.0632 
PDF: 5.2 7.4 0.039 
PDF: 5.4 7.4 0.0233 
PDF: 5.6 7.4 0.0131 
PDF: 5.8 7.4 0.0069 
PDF: 6.0 7.4 0.0037 
PDF: 6.2 7.4 0.0021 
PDF: 6.4 7.4 0.001 
PDF: 6.6 7.4 0.0004 
PDF: 6.8 7.4 0.0002 
PDF: 7.0 7.4 0.0001 
PDF: 7.2 7.4 0.0 
PDF: 7.4 7.4 0.0 
PDF: 7.6 7.4 0.0 
PDF: 7.8 7.4 0.0 
PDF: 8.0 7.4 0.0 
PDF: 8.2 7.4 0.0 
PDF: 8.4 7.4 0.0 
PDF: 0.4 7.5 0.0799 
PDF: 0.6 7.5 0.1241 
PDF: 0.8 7.5 0.1833 
PDF: 1.0 7.5 0.259 
PDF: 1.2 7.5 0.3493 
PDF: 1.4 7.5 0.4572 
PDF: 1.6 7.5 0.575 
PDF: 1.8 7.5 0.6956 
PDF: 2.0 7.5 0.8092 
PDF: 2.2 7.5 0.903 
PDF: 2.4 7.5 0.968 
PDF: 2.6 7.5 1.0 
PDF: 2.8 7.5 0.9867 
PDF: 3.0 7.5 0.9405 
PDF: 3.2 7.5 0.8559 
PDF: 3.4 7.5 0.754 
PDF: 3.6 7.5 0.6366 
PDF: 3.8 7.5 0.5159 
PDF: 4.0 7.5 0.404 
PDF: 4.2 7.5 0.3031 
PDF: 4.4 7.5 0.2163 
PDF: 4.6 7.5 0.1492 
PDF: 4.8 7.5 0.0998 
PDF: 5.0 7.5 0.0632 
PDF: 5.2 7.5 0.039 
PDF: 5.4 7.5 0.0233 
PDF: 5.6 7.5 0.0131 
PDF: 5.8 7.5 0.0069 
PDF: 6.0 7.5 0.0037 
PDF: 6.2 7.5 0.0021 
PDF: 6.4 7.5 0.001 
PDF: 6.6 7.5 0.0004 
PDF: 6.8 7.5 0.0002 
PDF: 7.0 7.5 0.0001 
PDF: 7.2 7.5 0.0 
PDF: 7.4 7.5 0.0 
PDF: 7.6 7.5 0.0 
PDF: 7.8 7.5 0.0 
PDF: 8.0 7.5 0.0 
PDF: 8.2 7.5 0.0 
PDF: 8.4 7.5 0.0 
PDF: 0.4 7.6 0.0799 
PDF: 0.6 7.6 0.1241 
PDF: 0.8 7.6 0.1833 
PDF: 1.0 7.6 0.259 
PDF: 1.2 7.6 0.3493 
PDF: 1.4 7.6 0.4572 
PDF: 1.6 7.6 0.575 
PDF: 1.8 7.6 0.6956 
PDF: 2.0 7.6 0.8092 
PDF: 2.2 7.6 0.903 
PDF: 2.4 7.6 0.968 
PDF: 2.6 7.6 1.0 
PDF: 2.8 7.6 0.9867 
PDF: 3.0 7.6 0.9405 
PDF: 3.2 7.6 0.8559 
PDF: 3.4 7.6 0.754 
PDF: 3.6 7.6 0.6366 
PDF: 3.8 7.6 0.5159 
PDF: 4.0 7.6 0.404 
PDF: 4.2 7.6 0.3031 
PDF: 4.4 7.6 0.2163 
PDF: 4.6 7.6 0.1492 
PDF: 4.8 7.6 0.0998 
PDF: 5.0 7.6 0.0632 
PDF: 5.2 7.6 0.039 
PDF: 5.4 7.6 0.0233 
PDF: 5.6 7.6 0.0131 
PDF: 5.8 7.6 0.0069 
PDF: 6.0 7.6 0.0037 
PDF: 6.2 7.6 0.0021 
PDF: 6.4 7.6 0.001 
PDF: 6.6 7.6 0.0004 
PDF: 6.8 7.6 0.0002 
PDF: 7.0 7.6 0.0001 
PDF: 7.2 7.6 0.0 
PDF: 7.4 7.6 0.0 
PDF: 7.6 7.6 0.0 
PDF: 7.8 7.6 0.0 
PDF: 8.0 7.6 0.0 
PDF: 8.2 7.6 0.0 
PDF: 8.4 7.6 0.0 
PDF: 0.4 7.7 0.0799 
PDF: 0.6 7.7 0.1241 
PDF: 0.8 7.7 0.1833 
PDF: 1.0 7.7 0.259 
PDF: 1.2 7.7 0.3493 
PDF: 1.4 7.7 0.4572 
PDF: 1.6 7.7 0.575 
PDF: 1.8 7.7 0.6956 
PDF: 2.0 7.7 0.8092 
PDF: 2.2 7.7 0.903 
PDF: 2.4 7.7 0.968 
PDF: 2.6 7.7 1.0 
PDF: 2.8 7.7 0.9867 
PDF: 3.0 7.7 0.9405 
PDF: 3.2 7.7 0.8559 
PDF: 3.4 7.7 0.754 
PDF: 3.6 7.7 0.6366 
PDF: 3.8 7.7 0.5159 
PDF: 4.0 7.7 0.404 
PDF: 4.2 7.7 0.3031 
PDF: 4.4 7.7 0.2163 
PDF: 4.6 7.7 0.1492 
PDF: 4.8 7.7 0.0998 
PDF: 5.0 7.7 0.0632 
PDF: 5.2 7.7 0.039 
PDF: 5.4 7.7 0.0233 
PDF: 5.6 7.7 0.0131 
PDF: 5.8 7.7 0.0069 
PDF: 6.0 7.7 0.0037 
PDF: 6.2 7.7 0.0021 
PDF: 6.4 7.7 0.001 
PDF: 6.6 7.7 0.0004 
PDF: 6.8 7.7 0.0002 
PDF: 7.0 7.7 0.0001 
PDF: 7.2 7.7 0.0 
PDF: 7.4 7.7 0.0 
PDF: 7.6 7.7 0.0 
PDF: 7.8 7.7 0.0 
PDF: 8.0 7.7 0.0 
PDF: 8.2 7.7 0.0 
PDF: 8.4 7.7 0.0 
PDF: 0.4 7.8 0.0799 
PDF: 0.6 7.8 0.1241 
PDF: 0.8 7.8 0.1833 
PDF: 1.0 7.8 0.259 
PDF: 1.2 7.8 0.3493 
PDF: 1.4 7.8 0.4572 
PDF: 1.6 7.8 0.575 
PDF: 1.8 7.8 0.6956 
PDF: 2.0 7.8 0.8092 
PDF: 2.2 7.8 0.903 
PDF: 2.4 7.8 0.968 
PDF: 2.6 7.8 1.0 
PDF: 2.8 7.8 0.9867 
PDF: 3.0 7.8 0.9405 
PDF: 3.2 7.8 0.8559 
PDF: 3.4 7.8 0.754 
PDF: 3.6 7.8 0.6366 
PDF: 3.8 7.8 0.5159 
PDF: 4.0 7.8 0.404 
PDF: 4.2 7.8 0.3031 
PDF: 4.4 7.8 0.2163 
PDF: 4.6 7.8 0.1492 
PDF: 4.8 7.8 0.0998 
PDF: 5.0 7.8 0.0632 
PDF: 5.2 7.8 0.039 
PDF: 5.4 7.8 0.0233 
PDF: 5.6 7.8 0.0131 
PDF: 5.8 7.8 0.0069 
PDF: 6.0 7.8 0.0037 
PDF: 6.2 7.8 0.0021 
PDF: 6.4 7.8 0.001 
PDF: 6.6 7.8 0.0004 
PDF: 6.8 7.8 0.0002 
PDF: 7.0 7.8 0.0001 
PDF: 7.2 7.8 0.0 
PDF: 7.4 7.8 0.0 
PDF: 7.6 7.8 0.0 
PDF: 7.8 7.8 0.0 
PDF: 8.0 7.8 0.0 
PDF: 8.2 7.8 0.0 
PDF: 8.4 7.8 0.0 
PDF: 0.4 7.9 0.0799 
PDF: 0.6 7.9 0.1241 
PDF: 0.8 7.9 0.1833 
PDF: 1.0 7.9 0.259 
PDF: 1.2 7.9 0.3493 
PDF: 1.4 7.9 0.4572 
PDF: 1.6 7.9 0.575 
PDF: 1.8 7.9 0.6956 
PDF: 2.0 7.9 0.8092 
PDF: 2.2 7.9 0.903 
PDF: 2.4 7.9 0.968 
PDF: 2.6 7.9 1.0 
PDF: 2.8 7.9 0.9867 
PDF: 3.0 7.9 0.9405 
PDF: 3.2 7.9 0.8559 
PDF: 3.4 7.9 0.754 
PDF: 3.6 7.9 0.6366 
PDF: 3.8 7.9 0.5159 
PDF: 4.0 7.9 0.404 
PDF: 4.2 7.9 0.3031 
PDF: 4.4 7.9 0.2163 
PDF: 4.6 7.9 0.1492 
PDF: 4.8 7.9 0.0998 
PDF: 5.0 7.9 0.0632 
PDF: 5.2 7.9 0.039 
PDF: 5.4 7.9 0.0233 
PDF: 5.6 7.9 0.0131 
PDF: 5.8 7.9 0.0069 
PDF: 6.0 7.9 0.0037 
PDF: 6.2 7.9 0.0021 
PDF: 6.4 7.9 0.001 
PDF: 6.6 7.9 0.0004 
PDF: 6.8 7.9 0.0002 
PDF: 7.0 7.9 0.0001 
PDF: 7.2 7.9 0.0 
PDF: 7.4 7.9 0.0 
PDF: 7.6 7.9 0.0 
PDF: 7.8 7.9 0.0 
PDF: 8.0 7.9 0.0 
PDF: 8.2 7.9 0.0 
PDF: 8.4 7.9 0.0 
PDF: 0.4 8.0 0.0799 
PDF: 0.6 8.0 0.1241 
PDF: 0.8 8.0 0.1833 
PDF: 1.0 8.0 0.259 
PDF: 1.2 8.0 0.3493 
PDF: 1.4 8.0 0.4572 
PDF: 1.6 8.0 0.575 
PDF: 1.8 8.0 0.6956 
PDF: 2.0 8.0 0.8092 
PDF: 2.2 8.0 0.903 
PDF: 2.4 8.0 0.968 
PDF: 2.6 8.0 1.0 
PDF: 2.8 8.0 0.9867 
PDF: 3.0 8.0 0.9405 
PDF: 3.2 8.0 0.8559 
PDF: 3.4 8.0 0.754 
PDF: 3.6 8.0 0.6366 
PDF: 3.8 8.0 0.5159 
PDF: 4.0 8.0 0.404 
PDF: 4.2 8.0 0.3031 
PDF: 4.4 8.0 0.2163 
PDF: 4.6 8.0 0.1492 
PDF: 4.8 8.0 0.0998 
PDF: 5.0 8.0 0.0632 
PDF: 5.2 8.0 0.039 
PDF: 5.4 8.0 0.0233 
PDF: 5.6 8.0 0.0131 
PDF: 5.8 8.0 0.0069 
PDF: 6.0 8.0 0.0037 
PDF: 6.2 8.0 0.0021 
PDF: 6.4 8.0 0.001 
PDF: 6.6 8.0 0.0004 
PDF: 6.8 8.0 0.0002 
PDF: 7.0 8.0 0.0001 
PDF: 7.2 8.0 0.0 
PDF: 7.4 8.0 0.0 
PDF: 7.6 8.0 0.0 
PDF: 7.8 8.0 0.0 
PDF: 8.0 8.0 0.0 
PDF: 8.2 8.0 0.0 
PDF: 8.4 8.0 0.0 
PDF: 0.4 8.1 0.0799 
PDF: 0.6 8.1 0.1241 
PDF: 0.8 8.1 0.1833 
PDF: 1.0 8.1 0.259 
PDF: 1.2 8.1 0.3493 
PDF: 1.4 8.1 0.4572 
PDF: 1.6 8.1 0.575 
PDF: 1.8 8.1 0.6956 
PDF: 2.0 8.1 0.8092 
PDF: 2.2 8.1 0.903 
PDF: 2.4 8.1 0.968 
PDF: 2.6 8.1 1.0 
PDF: 2.8 8.1 0.9867 
PDF: 3.0 8.1 0.9405 
PDF: 3.2 8.1 0.8559 
PDF: 3.4 8.1 0.754 
PDF: 3.6 8.1 0.6366 
PDF: 3.8 8.1 0.5159 
PDF: 4.0 8.1 0.404 
PDF: 4.2 8.1 0.3031 
PDF: 4.4 8.1 0.2163 
PDF: 4.6 8.1 0.1492 
PDF: 4.8 8.1 0.0998 
PDF: 5.0 8.1 0.0632 
PDF: 5.2 8.1 0.039 
PDF: 5.4 8.1 0.0233 
PDF: 5.6 8.1 0.0131 
PDF: 5.8 8.1 0.0069 
PDF: 6.0 8.1 0.0037 
PDF: 6.2 8.1 0.0021 
PDF: 6.4 8.1 0.001 
PDF: 6.6 8.1 0.0004 
PDF: 6.8 8.1 0.0002 
PDF: 7.0 8.1 0.0001 
PDF: 7.2 8.1 0.0 
PDF: 7.4 8.1 0.0 
PDF: 7.6 8.1 0.0 
PDF: 7.8 8.1 0.0 
PDF: 8.0 8.1 0.0 
PDF: 8.2 8.1 0.0 
PDF: 8.4 8.1 0.0 
PDF: 0.4 8.2 0.0799 
PDF: 0.6 8.2 0.1241 
PDF: 0.8 8.2 0.1833 
PDF: 1.0 8.2 0.259 
PDF: 1.2 8.2 0.3493 
PDF: 1.4 8.2 0.4572 
PDF: 1.6 8.2 0.575 
PDF: 1.8 8.2 0.6956 
PDF: 2.0 8.2 0.8092 
PDF: 2.2 8.2 0.903 
PDF: 2.4 8.2 0.968 
PDF: 2.6 8.2 1.0 
PDF: 2.8 8.2 0.9867 
PDF: 3.0 8.2 0.9405 
PDF: 3.2 8.2 0.8559 
PDF: 3.4 8.2 0.754 
PDF: 3.6 8.2 0.6366 
PDF: 3.8 8.2 0.5159 
PDF: 4.0 8.2 0.404 
PDF: 4.2 8.2 0.3031 
PDF: 4.4 8.2 0.2163 
PDF: 4.6 8.2 0.1492 
PDF: 4.8 8.2 0.0998 
PDF: 5.0 8.2 0.0632 
PDF: 5.2 8.2 0.039 
PDF: 5.4 8.2 0.0233 
PDF: 5.6 8.2 0.0131 
PDF: 5.8 8.2 0.0069 
PDF: 6.0 8.2 0.0037 
PDF: 6.2 8.2 0.0021 
PDF: 6.4 8.2 0.001 
PDF: 6.6 8.2 0.0004 
PDF: 6.8 8.2 0.0002 
PDF: 7.0 8.2 0.0001 
PDF: 7.2 8.2 0.0 
PDF: 7.4 8.2 0.0 
PDF: 7.6 8.2 0.0 
PDF: 7.8 8.2 0.0 
PDF: 8.0 8.2 0.0 
PDF: 8.2 8.2 0.0 
PDF: 8.4 8.2 0.0 
PDF: 0.4 8.3 0.0799 
PDF: 0.6 8.3 0.1241 
PDF: 0.8 8.3 0.1833 
PDF: 1.0 8.3 0.259 
PDF: 1.2 8.3 0.3493 
PDF: 1.4 8.3 0.4572 
PDF: 1.6 8.3 0.575 
PDF: 1.8 8.3 0.6956 
PDF: 2.0 8.3 0.8092 
PDF: 2.2 8.3 0.903 
PDF: 2.4 8.3 0.968 
PDF: 2.6 8.3 1.0 
PDF: 2.8 8.3 0.9867 
PDF: 3.0 8.3 0.9405 
PDF: 3.2 8.3 0.8559 
PDF: 3.4 8.3 0.754 
PDF: 3.6 8.3 0.6366 
PDF: 3.8 8.3 0.5159 
PDF: 4.0 8.3 0.404 
PDF: 4.2 8.3 0.3031 
PDF: 4.4 8.3 0.2163 
PDF: 4.6 8.3 0.1492 
PDF: 4.8 8.3 0.0998 
PDF: 5.0 8.3 0.0632 
PDF: 5.2 8.3 0.039 
PDF: 5.4 8.3 0.0233 
PDF: 5.6 8.3 0.0131 
PDF: 5.8 8.3 0.0069 
PDF: 6.0 8.3 0.0037 
PDF: 6.2 8.3 0.0021 
PDF: 6.4 8.3 0.001 
PDF: 6.6 8.3 0.0004 
PDF: 6.8 8.3 0.0002 
PDF: 7.0 8.3 0.0001 
PDF: 7.2 8.3 0.0 
PDF: 7.4 8.3 0.0 
PDF: 7.6 8.3 0.0 
PDF: 7.8 8.3 0.0 
PDF: 8.0 8.3 0.0 
PDF: 8.2 8.3 0.0 
PDF: 8.4 8.3 0.0 
PDF: 0.4 8.4 0.0799 
PDF: 0.6 8.4 0.1241 
PDF: 0.8 8.4 0.1833 
PDF: 1.0 8.4 0.259 
PDF: 1.2 8.4 0.3493 
PDF: 1.4 8.4 0.4572 
PDF: 1.6 8.4 0.575 
PDF: 1.8 8.4 0.6956 
PDF: 2.0 8.4 0.8092 
PDF: 2.2 8.4 0.903 
PDF: 2.4 8.4 0.968 
PDF: 2.6 8.4 1.0 
PDF: 2.8 8.4 0.9867 
PDF: 3.0 8.4 0.9405 
PDF: 3.2 8.4 0.8559 
PDF: 3.4 8.4 0.754 
PDF: 3.6 8.4 0.6366 
PDF: 3.8 8.4 0.5159 
PDF: 4.0 8.4 0.404 
PDF: 4.2 8.4 0.3031 
PDF: 4.4 8.4 0.2163 
PDF: 4.6 8.4 0.1492 
PDF: 4.8 8.4 0.0998 
PDF: 5.0 8.4 0.0632 
PDF: 5.2 8.4 0.039 
PDF: 5.4 8.4 0.0233 
PDF: 5.6 8.4 0.0131 
PDF: 5.8 8.4 0.0069 
PDF: 6.0 8.4 0.0037 
PDF: 6.2 8.4 0.0021 
PDF: 6.4 8.4 0.001 
PDF: 6.6 8.4 0.0004 
PDF: 6.8 8.4 0.0002 
PDF: 7.0 8.4 0.0001 
PDF: 7.2 8.4 0.0 
PDF: 7.4 8.4 0.0 
PDF: 7.6 8.4 0.0 
PDF: 7.8 8.4 0.0 
PDF: 8.0 8.4 0.0 
PDF: 8.2 8.4 0.0 
PDF: 8.4 8.4 0.0 
PDF: 0.4 8.5 0.0799 
PDF: 0.6 8.5 0.1241 
PDF: 0.8 8.5 0.1833 
PDF: 1.0 8.5 0.259 
PDF: 1.2 8.5 0.3493 
PDF: 1.4 8.5 0.4572 
PDF: 1.6 8.5 0.575 
PDF: 1.8 8.5 0.6956 
PDF: 2.0 8.5 0.8092 
PDF: 2.2 8.5 0.903 
PDF: 2.4 8.5 0.968 
PDF: 2.6 8.5 1.0 
PDF: 2.8 8.5 0.9867 
PDF: 3.0 8.5 0.9405 
PDF: 3.2 8.5 0.8559 
PDF: 3.4 8.5 0.754 
PDF: 3.6 8.5 0.6366 
PDF: 3.8 8.5 0.5159 
PDF: 4.0 8.5 0.404 
PDF: 4.2 8.5 0.3031 
PDF: 4.4 8.5 0.2163 
PDF: 4.6 8.5 0.1492 
PDF: 4.8 8.5 0.0998 
PDF: 5.0 8.5 0.0632 
PDF: 5.2 8.5 0.039 
PDF: 5.4 8.5 0.0233 
PDF: 5.6 8.5 0.0131 
PDF: 5.8 8.5 0.0069 
PDF: 6.0 8.5 0.0037 
PDF: 6.2 8.5 0.0021 
PDF: 6.4 8.5 0.001 
PDF: 6.6 8.5 0.0004 
PDF: 6.8 8.5 0.0002 
PDF: 7.0 8.5 0.0001 
PDF: 7.2 8.5 0.0 
PDF: 7.4 8.5 0.0 
PDF: 7.6 8.5 0.0 
PDF: 7.8 8.5 0.0 
PDF: 8.0 8.5 0.0 
PDF: 8.2 8.5 0.0 
PDF: 8.4 8.5 0.0 
PDF: 0.4 8.6 0.0799 
PDF: 0.6 8.6 0.1241 
PDF: 0.8 8.6 0.1833 
PDF: 1.0 8.6 0.259 
PDF: 1.2 8.6 0.3493 
PDF: 1.4 8.6 0.4572 
PDF: 1.6 8.6 0.575 
PDF: 1.8 8.6 0.6956 
PDF: 2.0 8.6 0.8092 
PDF: 2.2 8.6 0.903 
PDF: 2.4 8.6 0.968 
PDF: 2.6 8.6 1.0 
PDF: 2.8 8.6 0.9867 
PDF: 3.0 8.6 0.9405 
PDF: 3.2 8.6 0.8559 
PDF: 3.4 8.6 0.754 
PDF: 3.6 8.6 0.6366 
PDF: 3.8 8.6 0.5159 
PDF: 4.0 8.6 0.404 
PDF: 4.2 8.6 0.3031 
PDF: 4.4 8.6 0.2163 
PDF: 4.6 8.6 0.1492 
PDF: 4.8 8.6 0.0998 
PDF: 5.0 8.6 0.0632 
PDF: 5.2 8.6 0.039 
PDF: 5.4 8.6 0.0233 
PDF: 5.6 8.6 0.0131 
PDF: 5.8 8.6 0.0069 
PDF: 6.0 8.6 0.0037 
PDF: 6.2 8.6 0.0021 
PDF: 6.4 8.6 0.001 
PDF: 6.6 8.6 0.0004 
PDF: 6.8 8.6 0.0002 
PDF: 7.0 8.6 0.0001 
PDF: 7.2 8.6 0.0 
PDF: 7.4 8.6 0.0 
PDF: 7.6 8.6 0.0 
PDF: 7.8 8.6 0.0 
PDF: 8.0 8.6 0.0 
PDF: 8.2 8.6 0.0 
PDF: 8.4 8.6 0.0 
PDF: 0.4 8.7 0.0799 
PDF: 0.6 8.7 0.1241 
PDF: 0.8 8.7 0.1833 
PDF: 1.0 8.7 0.259 
PDF: 1.2 8.7 0.3493 
PDF: 1.4 8.7 0.4572 
PDF: 1.6 8.7 0.575 
PDF: 1.8 8.7 0.6956 
PDF: 2.0 8.7 0.8092 
PDF: 2.2 8.7 0.903 
PDF: 2.4 8.7 0.968 
PDF: 2.6 8.7 1.0 
PDF: 2.8 8.7 0.9867 
PDF: 3.0 8.7 0.9405 
PDF: 3.2 8.7 0.8559 
PDF: 3.4 8.7 0.754 
PDF: 3.6 8.7 0.6366 
PDF: 3.8 8.7 0.5159 
PDF: 4.0 8.7 0.404 
PDF: 4.2 8.7 0.3031 
PDF: 4.4 8.7 0.2163 
PDF: 4.6 8.7 0.1492 
PDF: 4.8 8.7 0.0998 
PDF: 5.0 8.7 0.0632 
PDF: 5.2 8.7 0.039 
PDF: 5.4 8.7 0.0233 
PDF: 5.6 8.7 0.0131 
PDF: 5.8 8.7 0.0069 
PDF: 6.0 8.7 0.0037 
PDF: 6.2 8.7 0.0021 
PDF: 6.4 8.7 0.001 
PDF: 6.6 8.7 0.0004 
PDF: 6.8 8.7 0.0002 
PDF: 7.0 8.7 0.0001 
PDF: 7.2 8.7 0.0 
PDF: 7.4 8.7 0.0 
PDF: 7.6 8.7 0.0 
PDF: 7.8 8.7 0.0 
PDF: 8.0 8.7 0.0 
PDF: 8.2 8.7 0.0 
PDF: 8.4 8.7 0.0 
PDF: 0.4 8.8 0.0799 
PDF: 0.6 8.8 0.1241 
PDF: 0.8 8.8 0.1833 
PDF: 1.0 8.8 0.259 
PDF: 1.2 8.8 0.3493 
PDF: 1.4 8.8 0.4572 
PDF: 1.6 8.8 0.575 
PDF: 1.8 8.8 0.6956 
PDF: 2.0 8.8 0.8092 
PDF: 2.2 8.8 0.903 
PDF: 2.4 8.8 0.968 
PDF: 2.6 8.8 1.0 
PDF: 2.8 8.8 0.9867 
PDF: 3.0 8.8 0.9405 
PDF: 3.2 8.8 0.8559 
PDF: 3.4 8.8 0.754 
PDF: 3.6 8.8 0.6366 
PDF: 3.8 8.8 0.5159 
PDF: 4.0 8.8 0.404 
PDF: 4.2 8.8 0.3031 
PDF: 4.4 8.8 0.2163 
PDF: 4.6 8.8 0.1492 
PDF: 4.8 8.8 0.0998 
PDF: 5.0 8.8 0.0632 
PDF: 5.2 8.8 0.039 
PDF: 5.4 8.8 0.0233 
PDF: 5.6 8.8 0.0131 
PDF: 5.8 8.8 0.0069 
PDF: 6.0 8.8 0.0037 
PDF: 6.2 8.8 0.0021 
PDF: 6.4 8.8 0.001 
PDF: 6.6 8.8 0.0004 
PDF: 6.8 8.8 0.0002 
PDF: 7.0 8.8 0.0001 
PDF: 7.2 8.8 0.0 
PDF: 7.4 8.8 0.0 
PDF: 7.6 8.8 0.0 
PDF: 7.8 8.8 0.0 
PDF: 8.0 8.8 0.0 
PDF: 8.2 8.8 0.0 
PDF: 8.4 8.8 0.0 
PDF: 0.4 8.9 0.0799 
PDF: 0.6 8.9 0.1241 
PDF: 0.8 8.9 0.1833 
PDF: 1.0 8.9 0.259 
PDF: 1.2 8.9 0.3493 
PDF: 1.4 8.9 0.4572 
PDF: 1.6 8.9 0.575 
PDF: 1.8 8.9 0.6956 
PDF: 2.0 8.9 0.8092 
PDF: 2.2 8.9 0.903 
PDF: 2.4 8.9 0.968 
PDF: 2.6 8.9 1.0 
PDF: 2.8 8.9 0.9867 
PDF: 3.0 8.9 0.9405 
PDF: 3.2 8.9 0.8559 
PDF: 3.4 8.9 0.754 
PDF: 3.6 8.9 0.6366 
PDF: 3.8 8.9 0.5159 
PDF: 4.0 8.9 0.404 
PDF: 4.2 8.9 0.3031 
PDF: 4.4 8.9 0.2163 
PDF: 4.6 8.9 0.1492 
PDF: 4.8 8.9 0.0998 
PDF: 5.0 8.9 0.0632 
PDF: 5.2 8.9 0.039 
PDF: 5.4 8.9 0.0233 
PDF: 5.6 8.9 0.0131 
PDF: 5.8 8.9 0.0069 
PDF: 6.0 8.9 0.0037 
PDF: 6.2 8.9 0.0021 
PDF: 6.4 8.9 0.001 
PDF: 6.6 8.9 0.0004 
PDF: 6.8 8.9 0.0002 
PDF: 7.0 8.9 0.0001 
PDF: 7.2 8.9 0.0 
PDF: 7.4 8.9 0.0 
PDF: 7.6 8.9 0.0 
PDF: 7.8 8.9 0.0 
PDF: 8.0 8.9 0.0 
PDF: 8.2 8.9 0.0 
PDF: 8.4 8.9 0.0 
PDF: 0.4 9.0 0.0799 
PDF: 0.6 9.0 0.1241 
PDF: 0.8 9.0 0.1833 
PDF: 1.0 9.0 0.259 
PDF: 1.2 9.0 0.3493 
PDF: 1.4 9.0 0.4572 
PDF: 1.6 9.0 0.575 
PDF: 1.8 9.0 0.6956 
PDF: 2.0 9.0 0.8092 
PDF: 2.2 9.0 0.903 
PDF: 2.4 9.0 0.968 
PDF: 2.6 9.0 1.0 
PDF: 2.8 9.0 0.9867 
PDF: 3.0 9.0 0.9405 
PDF: 3.2 9.0 0.8559 
